Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
On the phone to mum  http://tinyurl.com/otdn9u,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 me tooo,5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,0.9635218227290181,False
My net died so yeah....  I`m sad now,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.5956221432425335,False
 then am anticipating the next ten days!,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
" yeah, when you start reaching your early-mid-20s",5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,1.0,False
getting ready to babysit,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Bad migrane and need to go to dancing tonight.... Not a good combination,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 i dunno if he saw it  happy birthday girl!,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 I`m looking forward too see and hear you in Norway!! Live fast!,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9800359345339688,False
 awesome,8,8_thanks_welcome_following_chtx7e,"['thanks', 'welcome', 'following', 'chtx7e', 'tinyurl', 'awesome', 'cool', 'check', 'fantastic', 'luck']","[' Thanks for the hint.  http://tinyurl.com/chtx7e.', ' Thanks, hope you have a good one', ' good to know   thanks']",thanks - welcome - following - chtx7e - tinyurl - awesome - cool - check - fantastic - luck,1.0,False
 actually workin from home tonight...  you?,2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.9553910456547732,False
 ****! I want to be at the beach in the sun,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9578953156419389,False
OH. I am just so tired.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
"Well, my dog still isn`t at the shelter. I hope someone good has him",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 Well tell me what fashion tips you need and I`m your woman  hehehe,7,7_photos_zoo_photo_outfit,"['photos', 'zoo', 'photo', 'outfit', 'stuffed', 'tyrannosaurus', 'photographing', 'flickr', 'duvet', 'jockey']","[' I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy', 'This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.', ""Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8""]",photos - zoo - photo - outfit - stuffed - tyrannosaurus - photographing - flickr - duvet - jockey,1.0,False
" Hello there, Taylor  I MISS YOU. Its been 2 months </3",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
i wear a lot of white  http://tinyurl.com/dlbltg,7,7_photos_zoo_photo_outfit,"['photos', 'zoo', 'photo', 'outfit', 'stuffed', 'tyrannosaurus', 'photographing', 'flickr', 'duvet', 'jockey']","[' I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy', 'This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.', ""Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8""]",photos - zoo - photo - outfit - stuffed - tyrannosaurus - photographing - flickr - duvet - jockey,0.9594187136728548,False
 Always a good idea.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.8724845782676988,False
getting nails done!!! how relaxing! benji is only 24 hours away!!!!,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
" not here for long hun, head hurts",4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
At walmart playing hide and seek.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 whatever do you mean?,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,True
 That it does  just wish more people would notice it,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 your test works fine for me  tweetdeck is so cool eh?,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.8200876149973997,False
"Wish you were here, babe",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,7,7_photos_zoo_photo_outfit,"['photos', 'zoo', 'photo', 'outfit', 'stuffed', 'tyrannosaurus', 'photographing', 'flickr', 'duvet', 'jockey']","[' I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy', 'This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.', ""Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8""]",photos - zoo - photo - outfit - stuffed - tyrannosaurus - photographing - flickr - duvet - jockey,0.9865520172292552,True
"I love summer, but I oddly don`t want this school year to end.",-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,0.9480976882573718,False
"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.9451991332369903,False
i so can`t be bothered working tomorrow!,2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.9772020184560434,False
 kittens are cute then they grow up n become CATS,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,1,1_hollyoaks_cried_concert_watch,"['hollyoaks', 'cried', 'concert', 'watch', 'bgt', 'watched', 'song', 'hyped', 'live', 'watching']","['Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock', 'oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz', 'I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough']",hollyoaks - cried - concert - watch - bgt - watched - song - hyped - live - watching,0.7901335380022727,False
 Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,2,2_morning_goodnight_night_asleep,"['morning', 'goodnight', 'night', 'asleep', 'sleep', 'waking', 'bed', 'awake', 'tonight', 'noon']","['Good morning everyone', ' Good night, Rob. Sleep well. Safe travels tomorrow!', 'reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.']",morning - goodnight - night - asleep - sleep - waking - bed - awake - tonight - noon,0.9518124446011249,False
 gawd. People still remember the preggers comment. Hate you!,5,5_life_depressed_miserable_happy,"['life', 'depressed', 'miserable', 'happy', 'feeling', 'feel', 'honesty', 'hate', 'things', 'wish']","['the best things in life are free  x', "" Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff'"", '  im really sorry i know wallah how u feel this life is shittttttttt']",life - depressed - miserable - happy - feeling - feel - honesty - hate - things - wish,1.0,False
oh no my tweetdeck is malfunctioning :O il have web will its fixd,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.7448307721192928,False
 heeeeey! You abandoned me here on Twitter momma dots?,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.7630354459984938,False
 yeah freakin sucks!!,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9812320235170855,False
#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Sooo tell me how I lost followerzzz,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 - thanks for the reply. Of course it doesn`t really explain it  I googled it but found no explanation.,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
looking for people,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
 Awwww   i`ve got some photos of cute bunnies,7,7_photos_zoo_photo_outfit,"['photos', 'zoo', 'photo', 'outfit', 'stuffed', 'tyrannosaurus', 'photographing', 'flickr', 'duvet', 'jockey']","[' I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy', 'This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.', ""Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8""]",photos - zoo - photo - outfit - stuffed - tyrannosaurus - photographing - flickr - duvet - jockey,1.0,False
long day and i still have to mow the lawn,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9120282411432606,False
Shoot. Only 12 miles,3,3_sunshine_sun_raining_monsoon,"['sunshine', 'sun', 'raining', 'monsoon', 'sunscreen', 'weathers', 'rain', 'weather', 'tan', 'day']","['Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot', 'oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent', ' oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days']",sunshine - sun - raining - monsoon - sunscreen - weathers - rain - weather - tan - day,0.9928973119830392,False
 why has it been so long since i have talked to you let alone seen you?? it makes me sad,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
Happy mothers day mom  ?,6,6_mothers_mother_mama_mom,"['mothers', 'mother', 'mama', 'mom', 'mum', 'mommy', 'moms', 'mommie', 'mommies', 'mommah']","['Happy mothers day mom  ?', ' Happy Mothers Day', 'Happy Mothers Day!!!']",mothers - mother - mama - mom - mum - mommy - moms - mommie - mommies - mommah,1.0,True
I want cookies for breakfast! Luckily I`m an adult and can do that!,4,4_sick_nauseous_hungry_flu,"['sick', 'nauseous', 'hungry', 'flu', 'bread', 'breakfast', 'craving', 'food', 'cheese', 'pigs']","['All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...', 'Really sick', 'i think the food i ate made me sick.. i no feel so good']",sick - nauseous - hungry - flu - bread - breakfast - craving - food - cheese - pigs,1.0,False
Mowing #6. I hate my lawn,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
" you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.6779101947335854,False
 yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,0,0_twitter_tweet_tweets_twitterland,"['twitter', 'tweet', 'tweets', 'twitterland', 'tweetdeck', 'tweat', 'facebook', 'follow', 'blog', 'messages']","[' look who I found just for you  --->  http://twitter.com/DJT2009', 'First time to Twitter..', 'right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail']",twitter - tweet - tweets - twitterland - tweetdeck - tweat - facebook - follow - blog - messages,0.6457698908188058,False
Feeling bad for  profile pic,-1,-1_happy_love_morning_bye,"['happy', 'love', 'morning', 'bye', 'glad', 'hey', 'yay', 'day', 'thanks', 'haha']","['http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?', ' hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha', 'Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day']",happy - love - morning - bye - glad - hey - yay - day - thanks - haha,0.0,False
